Nachname;Vorname;Partei-Nr;Land-Nr.;Platz;Wahlkreis - Nr.
Mathiesen;Gert;15;2; 15 ;  
Matschke;Danny;22;;;82
Mattfeldt;Andreas;6;9; 28 ;35
Mattheis;Hildegard;29;1; 5 ;291
Matthes;Marcella;17;7; 23 ;  
Matthiessen;Detlef;4;15; 6 ;4
Matthiessen;Günter;13;5; 2 ;  
Mattiat;Dietmar Friedrich Heinz Gerd;13;;;41
Maturana;Alexandre;17;12; 11 ;  
Matysiak;Gerwin;29;9; 46 ;  
Maul;Frank Thomas;14;10; 6 ;  
Maurer;Ulrich;13;1; 1 ;259
May;Dr. Oliver Matthias Werner;17;13; 13 ;  
May;Michael Hans;20;10; 6 ;  
Mayer;Bernhard;23;2; 24 ;  
Mayer;Dieter;29;7; 23 ;  
Mayer;Erna;21;7; 6 ;  
Mayer;Johann;4;;;235
Mayer;Stephan Ernst Johann;8;;;213
Meckel;Markus;29;4; 9 ;58
Meckelburg;Wolfgang;6;10; 25 ;124
Mehldau;Axel;26;4; 1 ;  
Mehring;Walter Heinrich Christian;27;9; 4 ;48
Meichelböck;Paul;13;;;257
Meier;Agnes;17;2; 19 ;243
Meier;Edmund;20;14; 8 ;  
Meier;Rolf;10;3; 3 ;84
Meier;Sandy;21;3; 2 ;  
Meier;Wolfgang;14;1; 3 ;  
Meierhofer;Horst;17;2; 4 ;233
Meihsies;Andreas;4;9; 8 ;38
Meinhardt;Patrick;17;1; 7 ;272
Meischner;Wolfgang;23;2; 26 ;234
Meise;Ariane Christine;22;10; 14 ;98
Meister;Dr. Michael;6;7; 7 ;188
Meister;Roland Matthäus;20;10; 12 ;  
Meisterjahn;Albert-Claus;28;10; 7 ;  
Meiwald;Peter;4;9; 12 ;28
Meixner;Edgar Bernhard Willibald;17;2; 18 ;232
Melber;Thomas;14;1; 19 ;  
Melchers;Wilhelm Gerhard;17;15; 6 ;11
Melchinger;Thomas;26;;;260
Melo-Plath;Christine;23;2; 25 ;  
Menge;Volker;27;5; 2 ;  
Mennicken-Martensen;Karl;4;;;282
Menssen;Arend;16;2; 3 ;  
Menzner;Dorothée Luise;13;9; 2 ;52
Meppen;Lübbo;17;;;27
Merk;Monika Manuela Carmen;13;;;79
Merkel;Dr. Angela Dorothea;6;8; 1 ;15
Merkel;Michael;;;;187
Merkel;Petra;29;3; 2 ;81
Merkelbach;Sabine;17;7; 27 ;  
Mertel;Dr. Robert;;;;221
Merten;Ulrike;29;10; 22 ;99
Mertens;Joseph Andreas;22;;;124
Mertgen;Bettina;6;7; 32 ;  
Meßmer;Ullrich;29;7; 5 ;168
Metzner;Heinz Dirk Karl;13;9; 34 ;  
Meyer;Barbara;20;7; 2 ;169
Meyer;Carsten;4;16; 4 ;  
Meyer;Cora;22;;;33
Meyer;Doris;8;2; 25 ;  
Meyer;Hartmut Heinrich Johann;23;9; 1 ;  
Meyer;Heike;6;7; 25 ;  
Meyer;Henry;5;4; 4 ;  
Meyer;Jens Gerd;29;15; 19 ;  
Meyer;Jessica;6;5; 5 ;  
Meyer;Laurenz;6;10; 35 ;146
Meyer;Maria;20;15; 1 ;  
Meyer;Michael;22;;;28
Meyer;Reinhardt Wilhelm;20;;;118
Meyer;Steffen-Werner;29;12; 14 ;  
Meyer;Torsten;11;3; 1 ;  
Meyer;Wolfgang;1;10; 7 ;  
Meyer-Garbe;Andrea Erika Gesche Elisabeth;29;9; 49 ;  
Meyer-Giesow;Leo;23;2; 27 ;218
Meyer-Heithius;Joachim;13;9; 15 ;  
Meyerding;Bernd;23;6; 10 ;  
Michaelis;Axel;22;2; 7 ;236
Michalak;Ursula;6;15; 18 ;  
Michalk;Maria Ludwiga;6;13; 3 ;157
Michel;Dr. Marna;6;15; 23 ;  
Michel-Biegel;Dr. Charlotte;4;;;280
Michelbach;Hans;8;2; 17 ;238
Michlbauer;Matthäus;5;2; 12 ;  
Middelberg;Dr. Mathias;6;9; 14 ;40
Miehling;Andrea;3;2; 30 ;  
Miersch;Dr. Matthias;29;9; 10 ;48
Mini;Walter;13;2; 24 ;223
Minschke;Wilhelm;17;;;156
Miosga;Richard;22;3; 9 ;  
Mischau;Evmarie-Gertrud;20;2; 12 ;  
Mischuda;Reinhard;14;4; 3 ;  
Miß;Günter;23;2; 28 ;228
Mißfelder;Philipp;6;10; 16 ;122
Mo;Kim-Sun;26;11; 6 ;  
Mock-Hofeditz;Kerstin;4;15; 11 ;  
Model;Mona;17;7; 35 ;  
Moezer;Doris;15;2; 7 ;  
Mogg;Ursula;29;11; 10 ;200
Möhle;Klaus-Dieter Alfred August;4;5; 2 ;56
Mohme;Hans-Jürgen Wilhelm;27;9; 10 ;  
Mohr;Sebastian;26;2; 10 ;  
Mohr-Lüllmann;Dr. Rita-Maria Marianne Margareta Luzia;6;5; 3 ;55
Möhring;Cornelia;13;15; 1 ;5
Mohrmann;Claus;17;4; 4 ;57
Mohs;Christoph;5;1; 2 ;  
Mohs;Hubertus;5;1; 3 ;258
Molitor;Helga Gabriele;17;10; 18 ;93
Moll;Dominik;29;12; 18 ;  
Moll;Viola;6;1; 52 ;  
Möllenstädt;Dr. Oliver;17;5; 2 ;56
Möller;Katrin;13;3; 11 ;  
Möller;Kornelia;13;2; 3 ;228
Möller;Michael;12;10; 2 ;  
Möller;Olaf;4;;;194
Möller;Silke;;;;192
Mönikes;Jan;29;;;265
Monstadt;Dietrich;6;8; 4 ;13
Montag;Jerzy;4;2; 6 ;220
Moritz;Monika;29;12; 27 ;  
Mork;Adrian;4;;;146
Mörsch;Frank;6;11; 21 ;  
Mörtel;Edith;15;2; 4 ;  
Mortler;Marlene;8;2; 10 ;246
Mosblech;Volker Peter;6;10; 49 ;117
Moser;Christian;8;2; 24 ;  
Moslehner;Dr. Albrecht;17;;;123
Motter;Rudolf;11;10; 5 ;  
Mouratidis;Daniel;4;;;264
Movassat;Niema;13;10; 8 ;118
Mrosek;Holger;4;;;114
Mücke;Jan;17;13; 1 ;161
Mueller;Klaus;26;2; 2 ;  
Mühlbeyer;Mark;6;1; 50 ;  
Mühleck;Dr. Otto Stephan;23;1; 3 ;  
Mühler-Aumann;Christine;24;1; 5 ;  
Mühlhäuser;Daniel;24;2; 3 ;  
Mühlmann-Skupien;Jan;17;4; 9 ;63
Mühlstein;Marko;29;14; 4 ;67
Mulia;Marc;13;10; 12 ;116
Müller;Adrian;26;15; 2 ;  
Müller;Alexander;17;7; 14 ;178
Müller;Andreas;13;7; 10 ;  
Müller;Andreas;13;;;89
Müller;Anja;13;16; 7 ;190
Müller;Bernhard;13;;;20
Müller;Carsten;6;9; 20 ;51
Müller;Detlef;29;13; 9 ;163
Müller;Dr. Alice;6;7; 22 ;  
Müller;Dr. Axel;4;;;57
Müller;Dr. Gerd;8;2; 11 ;256
Müller;Dr. Josef;29;2; 54 ;  
Müller;Farid;4;;;19
Müller;Hans;5;7; 3 ;  
Müller;Heiko;26;11; 2 ;  
Müller;Kerstin;4;10; 9 ;96
Müller;Marcus;22;;;155
Müller;Michael;29;10; 20 ;107
Müller;Nadine;6;12; 3 ;298
Müller;Nikolas;28;10; 1 ;  
Müller;Petra;17;10; 14 ;88
Müller;Roland;22;;;293
Müller;Stefan;8;2; 9 ;242
Müller;Thomas;23;2; 5 ;  
Müller;Tino;22;8; 2 ;18
Müller;Veit-Harald;20;7; 1 ;182
Müller;Vincent;4;16; 5 ;195
Müller-Gemmeke;Beate;4;1; 5 ;289
Müller-Horn;Esther;20;10; 18 ;  
Müller-Horn;Kai;20;;;107
Müller-Kallweit;Wolfgang;6;6; 6 ;24
Müller-Loennies;Renate;6;15; 27 ;  
Müller-Sönksen;Burkhardt;17;6; 1 ;21
Multhaupt;Gesine;29;9; 21 ;28
Münch;Michael;11;7; 1 ;  
Münd;Hans-Joachim;14;7; 9 ;  
Munk;Margit;8;2; 30 ;  
Münster;Arno;29;6; 7 ;  
Müntefering;Franz;29;10; 1 ;  
Münz;Susanne;;;;58
Münz;Volkmar;;;;18
Munzel;Enno;;;;80
Murmann;Dr. Philipp;6;15; 10 ;6
Musil;Michael;4;;;205
Mutlu;Özcan;4;3; 4 ;  
Mützenich;Dr. Rolf;29;10; 67 ;96
Mynter;Ralf;22;;;251
Nagel;Christof;6;1; 47 ;  
Nagel;Erich;;;;31
Nagel;Otto;22;;;263
Nägle;Georg ;;;;84
Nagler;Mike;13;13; 12 ;154
Nahles;Andrea;29;11; 1 ;199
Narayan;Renate;23;;;132
Nass;Jürgen;;;;270
Nassauer;Traugott;20;11; 2 ;  
Naterski;Denny;22;9; 6 ;  
Naumann;Kersten;13;16; 3 ;191
Naumann;Peter;22;;;162
Naumann;Ralph Otto;;;;84
Nehring;Horst-Bruno;24;1; 6 ;  
Neidlein;Alexander;22;;;291
Neskovic;Wolfgang;13;4; 4 ;65
Nestle;Ingrid;4;15; 1 ;1
Nestmann;Günther;14;3; 4 ;  
Neubaur;Mona;4;;;107
Neudorfer;Reinhard;13;1; 10 ;264
Neumaier;Anton;3;2; 31 ;  
Neumann;Bernd Otto;6;5; 1 ;56
Neumann;Björn;11;6; 2 ;  
Neumann;Dr. Peter;6;1; 54 ;  
Neumann;Jürgen;22;;;47
Neumann;Prof. Dr. Martin;17;4; 2 ;65
Neumann;Reiner;4;10; 28 ;116
Neumann;Ute Vibeke;;;;46
Neumayer;Anja;3;2; 32 ;  
Neumayer;Dr. Franz Josef;17;2; 40 ;  
Neuner;Andreas;17;2; 38 ;244
Neuschwander;Thomas Ulrich;16;12; 2 ;  
Ney;Jürgen;14;10; 8 ;  
Nianur;Narziss;20;6; 4 ;  
Niazi-Shahabi;Vera;13;;;22
Nickel;Erika;6;11; 32 ;  
Nickel;Margarete;16;11; 1 ;209
Nickel;Otto Lothar;16;11; 8 ;  
Nicklis;Gabriele Monika Karin;24;11; 4 ;  
Nickoleit;Reinhard Erich;27;2; 20 ;  
Niebel;Dirk;17;1; 2 ;274
Niederländer;Josef;7;2; 4 ;  
Niedermayr;Franz;17;2; 35 ;215
Niedermeier;Kornelia;1;1; 3 ;  
Nier;Gerd;13;9; 8 ;54
Nietan;Dietmar;29;10; 11 ;91
Niggemann;Werner;20;6; 5 ;  
Nink;Manfred;29;11; 7 ;204
Nissen;Ulrike;29;7; 20 ;183
Nitsche;Valérie Vivienne;4;10; 31 ;  
Nitz;Inga;13;;;56
Noffke;Franz;14;;;237
Noll;Michaela;6;10; 18 ;105
Noller;Maren;17;5; 3 ;  
Nolte;Veronika;29;10; 62 ;  
Nord;Thomas;13;4; 2 ;64
Notz von;Dr. Konstantin;4;15; 2 ;10
Nou;Dominique Julien;29;2; 52 ;  
Nouripour;Omid;4;7; 2 ;183
Nowak;Janus;22;1; 2 ;260
Nowak;Kim;14;;;176
Nowotny;Dr. Hannedore;29;2; 28 ;246
Numberger;Joachim;14;1; 15 ;  
Nürnberger;Peter Willy;22;16; 1 ;  
Nüßlein;Dr. Arnulf;4;;;39
Nüßlein;Dr. Georg;8;;;255
Oberhausen;Erich Volker ;6;12; 22 ;   
Oberlack;Dr. Hans Günther;17;4; 10 ;  
Obermeier;Franz;8;;;215
Oberscheid;Marc-Ernst;17;1; 36 ;294
Obieray;Monika;4;15; 5 ;  
Och;Tanja;23;2; 29 ;240
Odenthal;Holger;22;;;154
Oelke;Kay;22;15; 5 ;10
Oelmayer;Thomas;4;;;292
Oettler;Frank;20;14; 3 ;73
Oetzel;Dirk;29;7; 36 ;  
Offermann;Rolf;17;4; 5 ;64
Ofori;Silvia;13;;;268
Ohnemüller;René;16;2; 8 ;242
Olbrich-Tripp;Elke;4;;;151
Oldenburg;Heinrich Herbert;16;10; 5 ;  
Ollert;Ralf Günther Josef;22;2; 1 ;  
Opitz;Klaus;14;7; 8 ;178
Opitz;Wilfried;14;4; 5 ;  
Oppermann;Thomas;29;9; 5 ;54
Ortel;Holger;29;9; 9 ;29
Oschmann;Lutz;4;;;5
Osinski;Petra;4;6; 5 ;22
Oßwald;Lukas;13;;;283
Ostendorff;Friedrich;4;10; 14 ;145
Östereich;Cornelia;29;15; 13 ;  
Ostertag;Olaf Michael;13;3; 8 ;80
Ostheimer;Dr. Volker;29;12; 20 ;  
Oswald;Eduard;8;;;253
Ott;Dr. Hermann;4;10; 12 ;103
Otte;Henning;6;9; 19 ;45
Ottmar;Matthias;14;7; 7 ;182
Otto;Birgit;6;7; 26 ;  
Otto;Hans-Joachim;17;7; 4 ;182
Otto;Stephanie Irmgard Gertrud;4;;;202
Özdemir;Cem;4;;;258
Özoguz;Aydan;29;6; 2 ;  
Pabsch;Severin ;29;6; 9 ;   
Panetta;Rodolfo;14;1; 4 ;  
Pannicke;Rolf;13;;;227
Panzer;Karsten;22;;;235
Parbs;Eva Anna;17;6; 10 ;  
Parr;Andreas;29;2; 31 ;247
Päßler;Eveline;6;12; 11 ;  
Pastörs;Udo;22;8; 1 ;13
Pätzold;Ulrich;22;;;165
Pau;Petra;13;3; 2 ;86
Paul;Dr. Michael;6;10; 55 ;95
Paula;Heinz;29;2; 7 ;252
Paule;Stephan;6;7; 42 ;  
Pauli;Wolfgang Ludwig Max;13;;;140
Paus;Elisabeth;4;3; 3 ;81
Pauser;Eva;6;11; 26 ;  
Pavlicek;Anke;4;7; 11 ;168
Pawelski;Rita;6;9; 9 ;42
Pecha;Alfred;17;2; 55 ;225
Peddinghaus;Dirk;29;15; 21 ;  
Pehle;Irmgard;4;10; 17 ;134
Peiker;Christian;13;;;213
Pelick;Marie-Luise;14;10; 11 ;  
Pellmann;Bernd-Dieter;28;10; 4 ;  
Pentz von;Dorit Emmy Beate;20;9; 4 ;  
Pentz von;Hannes;20;9; 1 ;  
Penzler;Wolfgang;21;7; 2 ;  
Perrefort;Bernhard;13;;;128
Perschewski;Rainer;10;3; 1 ;83
Perschl;Josef;5;2; 9 ;  
Perteck;David;23;6; 1 ;23
Peter;Jürgen;;;;3
Petereit;David;22;8; 4 ;  
Petermann;Jens;13;16; 6 ;197
Peters;Frank;4;11; 8 ;209
Peters;Martin;29;10; 31 ;89
Petersdorf;Klaus Günter;26;15; 1 ;  
Petersen;Jörg;17;;;1
Petersen;Olaf;;;;169
Petry;Christian;29;12; 31 ;  
Petters;Anke;4;;;78
Petzold;Harald;13;4; 6 ;59
Petzold;Karsten;11;4; 4 ;  
Petzold;Ulrich;6;14; 4 ;71
Peuschel;Markus;;;;165
Pfäfflin;Andrea;29;7; 25 ;  
Pfannebecker;Alfred;13;12; 7 ;297
Pfau;Janina;13;13; 11 ;167
Pfeifer;Klaus;;;;82
Pfeiffer;Dr. Joachim;6;;;264
Pfeiffer;Michael;15;1; 5 ;  
Pfeiffer;Oskar;11;2; 2 ;  
Pfeiffer;Prof. Dr. Thomas;6;7; 27 ;  
Pfeiffer;Sibylle;6;7; 6 ;173
Pfirrmann;Karl-Heinz Rudolf;22;11; 9 ;212
Pfisterer;Gerhard;20;10; 3 ;143
Pfisterer;Tanja;23;2; 30 ;238
Pfitzer;Stephan;22;1; 6 ;  
Pflug;Johannes Andreas;29;10; 69 ;117
Philipp;Beatrix;6;10; 12 ;108
Phlak;Matthias;13;16; 10 ;  
Pichl;Peter Hartmut;22;;;194
Pichlmeier;Erich;3;2; 33 ;  
Picker;Hans Joachim;28;6; 3 ;  
Piehl;Jochen;23;11; 6 ;  
Pielsticker;Siegfried;27;2; 19 ;223
Pieper;Cornelia;17;14; 1 ;73
Piepgras;Hans-Heinrich;26;15; 5 ;  
Pietsch;Britta;13;10; 13 ;112
Piltz;Gisela;17;10; 2 ;107
Pinkert;Thomas;4;;;167
Pinzke;Denis;29;8; 6 ;18
Piovano;Christian;6;1; 31 ;  
Pitterle;Richard;13;1; 6 ;260
Plack;Sarah;13;2; 11 ;  
Plate;Hans;4;2; 14 ;250
Plessing;Klaus;24;2; 2 ;  
Plischka;Eduard;22;;;138
Ploetz;Yvonne;13;12; 3 ;  
Plotzki;Karsten;13;9; 28 ;  
Poetsch;Frederik;14;;;187
Pofalla;Ronald;6;10; 2 ;113
Pohl;Markus;22;;;125
Pohl;Matthias;22;;;129
Pohl;Walter;3;2; 34 ;  
Pohlmann;Wolfgang;14;10; 3 ;  
Poland;Christoph;6;8; 6 ;18
Polch;Winfried;17;10; 55 ;127
Polei;Herbert;;;;81
Polenz;Ruprecht;6;10; 11 ;130
Polheim von;Jörg;17;10; 21 ;100
Pollern von;Dr. Hans-Ingo;6;1; 62 ;  
Polly;Dirk Thorsten;26;2; 5 ;  
Pols;Eckhard;6;9; 25 ;38
Polt;Matthias;22;;;226
Polzer;Helmut;27;2; 1 ;  
Polzer-Storek;Alice-Sarah;4;;;58
Ponickau;Ingo;26;2; 7 ;  
Popp;Andreas;26;2; 1 ;  
Porray;Maike;;;;214
Porsch;Prof. Dr. Peter;13;;;152
Portz;Dr. Thomas;6;10; 51 ;102
Poschinger-Bray Freiherr von;Sebastian-Gabriel;17;2; 56 ;  
Poß;Joachim;29;10; 56 ;124
Post;Achim;29;;;135
Post;Michael;13;;;207
Postel;Michael;17;;;122
Pothmer;Brigitte;4;9; 1 ;49
Pöttering;Johannes;6;9; 32 ;  
Pozimski;Helmut;26;2; 6 ;  
Poznanski;Daniel;17;10; 35 ;144
Pradel;Timo;22;10; 9 ;151
Präger;Wilfried;29;16; 10 ;195
Pramor;Karl-Heinz;5;10; 10 ;  
Pranghofer;Uwe;17;2; 26 ;254
Preetorius;Elke;20;2; 2 ;  
Presch;Dirk Friedrich;29;10; 59 ;  
Preuß;Friedrich;22;;;52
Preuß;Joachim Jürgen;27;;;252
Price;Walter;23;2; 31 ;254
Pricelius;Peter Jürgen;14;5; 1 ;  
Pries;Christoph;29;10; 26 ;127
Pries;Michaela;6;15; 3 ;5
Priesmeier;Dr. Wilhelm;29;9; 30 ;53
Progl;Richard;3;2; 35 ;  
Pröhl;Martin;21;9; 6 ;  
Pröhl;Wilhelm;21;9; 7 ;  
Pronold;Florian;29;2; 1 ;230
Prüll;Friederike;21;7; 7 ;183
Prümm;Max;6;11; 22 ;  
Przybylo;Peter;28;10; 9 ;  
Puckl;Rudolf;3;2; 7 ;  
Puff;Heinz-Detlev;29;12; 19 ;  
Pühse;Jens;22;13; 3 ;153
Pürsün;Yanki;17;7; 33 ;  
Pusch;Alexander;5;3; 9 ;  
Puttrich;Lucia;6;7; 14 ;177
Pütz;Lasse;29;10; 63 ;101
Putzier;Jan-Henner;29;9; 52 ;  
Quadfasel;Guido ;6;4; 10 ;57
Quaquil;Lars Christoph;6;9; 43 ;  
Quehl;Stefan;17;2; 43 ;239
Quellmann;Dr. Christina;6;15; 28 ;  
Quijano-Burchardt;Maria Sabina;4;11; 13 ;  
Raab;Birgit ;4;2; 17 ;245
Raab;Daniela;8;2; 13 ;223
Raabe;Dr. Sascha;29;7; 10 ;180
Raake;Uwe;5;;;82
Raatz;Dr.-Ing. habil. Simone;29;13; 6 ;162
Rabanus;Martin;29;7; 16 ;178
Rabel;Stefan;6;12; 5 ;  
Rachel;Thomas;6;10; 14 ;91
Rademachers;Andreas;17;10; 31 ;90
Raderschadt;Harald;24;2; 6 ;  
Radloff;Gabriele;;;;14
Radomski;Kerstin;6;10; 27 ;115
Radtke;Martin;22;;;169
Radunski;Helmut;22;;;3
Radzimanowski;Dr. Kersten;22;4; 4 ;60
Radziwill;Ülker;29;3; 9 ;  
Raemdonck van;Jürgen;;;;16
Ragg;Günther;22;;;288
Raischl;Georg;7;2; 3 ;  
Ramsauer;Dr. Peter;8;2; 1 ;225
Ranfft;Wolf;27;;;245
Raschke;Benjamin;4;4; 2 ;63
Ratajczak;Dr. Cordula;4;13; 5 ;157
Ratanski;Andreas;26;14; 3 ;  
Rath;Martin;13;;;127
Ratjen-Damerau;Dr. Christiane;17;9; 10 ;28
Ratter;Ruth;4;11; 11 ;  
Rätzel;Raimar;;;;65
Rau;Doris;6;7; 34 ;  
Rau-Stoll;Marie-Luise;29;7; 30 ;  
Rauber;Gabriele Maria;6;12; 12 ;  
Räuschel;Maria;5;;;31
Rauschenbach;Michael;14;3; 3 ;  
Rawert;Mechthild;29;3; 4 ;82
Reball;Siegfried;22;;;133
Rebmann;Kai;24;;;279
Rebmann;Stefan;29;1; 17 ;275
Rech;Daniel;11;11; 3 ;  
Recknagel;Lutz Rüdiger;17;;;197
Rectenwald;Nina;17;12; 12 ;  
Redlhammer-Raback;Bärbel;11;4; 3 ;  
Reetnitz von;Manfred;14;7; 4 ;  
Regehly;Imanuel;22;3; 7 ;  
Rehahn;Dr. Thomas;4;7; 22 ;187
Rehberg;Eckhardt Harald;6;8; 2 ;17
Reiche;Katherina;6;4; 1 ;62
Reiche;Sebastian;22;;;192
Reiche;Steffen;29;4; 5 ;65
Reichel;Julia;21;;;182
Reichel;Maik;29;14; 7 ;74
Reichenbach;Gerold;29;7; 9 ;184
Reichenberg;Marcus;4;;;226
Reifschneider-Groß;Brigitte;17;7; 25 ;  
Reimann;Dr. Carola;29;9; 17 ;51
Reinders;Hermann Hans Hajo;6;9; 34 ;  
Reindl;Rosa Maria;23;2; 10 ;214
Reinemund;Dr. Birgit;17;1; 11 ;275
Reinert;Marion;22;10; 10 ;122
Reinhard;Johannes;8;2; 53 ;  
Reinhardt;Fabio;26;9; 3 ;  
Reinhart;Manfred;23;2; 32 ;242
Reinhold;Hagen;17;8; 2 ;14
Reinke;Elke;13;14; 7 ;69
Reinstädtler;Ralf;13;;;299
Reising;Oliver;13;10; 20 ;  
Reitmeyer;Hans-Jürgen;4;;;126
Reitz;Axel;22;10; 11 ;92
Reker;Reinhold;2;1; 5 ;  
Remmers;Ingrid Liselotte;13;10; 9 ;  
Renfordt;Karsten;13;;;151
Renner;Gabriele;15;2; 8 ;  
Renner;Rita;20;14; 4 ;  
Renner-Knopp;Astrid;8;2; 49 ;  
Rennert;Hans-Jörg;27;10; 4 ;  
Renz;Christine;21;1; 2 ;  
Ressmann;Dr. Wolfgang;29;11; 13 ;209
Rettig;Hans-Jürgen;;;;61
Reusch;Volker;12;10; 4 ;  
Reusing;Volker;23;10; 14 ;  
Reuter;Dr. Alexander;17;;;293
Reuther;Marion;29;2; 24 ;251
Reymann;Fabian;25;3; 2 ;  
Reynders;Ingrid;28;10; 10 ;  
Richter;Bernhard;23;1; 2 ;285
Richter;Dr. Jörg;17;1; 19 ;277
Richter;Hartmut Manfred;;;;160
Richter;Thomas;17;13; 12 ;159
Richter;Wera;10;3; 2 ;  
Richtermeier;Marie-Luise;15;3; 2 ;  
Richwien;Roland;6;16; 5 ;194
Riebesam;Matthias;;;;269
Riebsamen;Lothar;6;;;293
Riedel;Hans-Ulrich;13;3; 12 ;81
Riedelsheimer;Albert;4;;;254
Riedl;Laszlo;17;2; 44 ;249
Riedl;Peter Hans;27;2; 12 ;232
Riedmaier;Michael;1;10; 8 ;  
Rief;Josef;6;;;292
Riefling;Ricarda;22;9; 3 ;49
Rieg;Jürgen;17;1; 35 ;270
Riegel;Stefan;26;14; 6 ;  
Rieger;Daniela;21;9; 8 ;  
Rieger;Jürgen;22;6; 1 ;19
Rieger;Rudolf;22;;;252
Riegert;Klaus;6;1; 11 ;263
Ries;Knut Erwin;8;2; 60 ;  
Riesenhuber;Prof. Dr. Heinz;6;7; 2 ;181
Riesterer;Eva Michaela;29;2; 46 ;  
Rietz-Heering;Nanni Karoline;13;9; 14 ;  
Ringer;Stefan;29;7; 29 ;  
Ringger;Helmut Günther;;;;271
Ringwald;Adelbert;13;;;282
Rinkenberger;Daniela;21;;;185
Rippert;Ulrich;25;3; 1 ;  
Rippler;Peter Otto Arthur;27;2; 15 ;  
Ripsam;Iris;6;1; 19 ;  
Rischar;Jürgen;29;12; 24 ;  
Ritter;Matthias;14;16; 4 ;  
Ritter;Nicole;29;7; 17 ;181
Ritter;Peter;13;8; 4 ;16
Rix;Sönke;29;15; 5 ;4
Roach;Mark;13;;;24
Robbe;Walter;24;;;280
Röbosch;Alois;14;11; 3 ;  
Rochner;Wolfgang;22;;;228
Röder;Hildegard;27;2; 6 ;  
Rodewald;Marcus;17;5; 4 ;  
Rodriguez Gómez;Renate;27;9; 5 ;42
Rodriguez-Teufer;René;22;11; 5 ;208
Roemer;Christina;29;16; 12 ;  
Rohde;Nicole Elisabeth;22;;;128
Röhl;Harald;22;;;147
Rohleder;Frank Roland Otto;22;;;164
Röhling;Walter Franz;27;2; 17 ;  
Röhlinger;Dr. Peter;17;16; 2 ;194
Rohmann;Stefan;17;10; 46 ;89
Rohmeyer;Claas Heinrich Remmert;6;5; 4 ;  
Rohrbach;Patricia Katharina;20;10; 19 ;  
Röhrig;Carolin;6;12; 16 ;  
Rohrlack;Heidi;4;;;253
Rolf;Margit Ricarda;23;6; 6 ;  
Roll;Andreas;4;;;266
Rollman;Thorsten;8;2; 58 ;  
Rolshoven;Dr. Eckart;17;12; 5 ;  
Römhild;Christian;6;4; 8 ;64
Röner;Christian;4;;;150
Rorich;Christine;22;;;242
Röring;Johannes;6;;;127
Rösch-Dammenmiller;Sabine;13;1; 13 ;263
Roschka;Clemens Josef;23;16; 4 ;  
Rose;Dr. Olaf Volker Bernhard;22;13; 1 ;159
Rose;Margarete;27;9; 2 ;45
Rösel;Dr. Bernd;17;2; 49 ;257
Rosemann;Dr. Martin;29;1; 20 ;290
Rosemann-Kallweit;Ingeborg;6;11; 31 ;  
Rosner;Josef;4;;;227
Röspel;René;29;10; 39 ;139
Roß;Karl Josef;11;10; 2 ;  
Rossmann;Dr. Ernst Dieter;29;15; 1 ;7
Roßmüller;Sascha;22;2; 2 ;231
Rößner;Tabea;4;11; 3 ;206
Roth;Claudia;4;2; 1 ;252
Roth;Heinz-Walter;17;11; 8 ;211
Roth;Jürgen;4;3; 8 ;  
Roth;Karin;29;1; 6 ;261
Roth;Michael;29;7; 2 ;170
Rothe;Bodo;;;;191
Rothe;Judith;22;14; 6 ;75
Rothe-Beinlich;Astrid;4;16; 3 ;  
Rothhanns;René;22;;;93
Röthig-Wentz;Brigitta Marita;17;11; 12 ;210
Röttgen;Dr. Norbert;6;10; 5 ;99
Röver;Thomas;13;9; 25 ;51
Ruck;Dr. Christian;8;2; 21 ;252
Rückert;Andreas;;;;250
Rückert;Reinhold;13;;;247
Rüddel;Erwin Josef;6;11; 13 ;198
Rudloff;Daniel;17;;;190
Rudolf;Heinz;22;;;218
Rudolph;Dr. Karsten;29;10; 23 ;148
Rudolph-Heger;Dr. Eva-Brigitte;6;9; 33 ;  
Rügner;Peter;20;1; 13 ;267
Rühle;Brigitta Barbara;6;13; 9 ;  
Rühle;Nelly;22;1; 10 ;273
Ruiters;Katja;4;;;98
Runge;Brigitta;13;9; 22 ;44
Rupp;Bärbel;16;12; 5 ;  
Rupp;Jörg;4;1; 20 ;272
Rupp;Klaus-Rainer Heinrich Wilhelm;13;;;55
Ruppert;Dr. Stefan;17;7; 6 ;176
Ruppert;Michael;17;10; 39 ;105
Rupprecht;Albert;8;2; 22 ;235
Rupprecht;Johannes;20;2; 3 ;244
Rupprecht;Marlene Dorothe Henriette;29;2; 10 ;243
Rusin;Hartmut;;;;14
Rußkamp;Wolfgang;6;10; 42 ;134
Rust;Christa;21;7; 3 ;177
Rust;Dieter;29;12; 21 ;  
Rüstemeier;Arne;6;15; 20 ;  
Rüthrich;Susann;29;;;156
Rutkowsky;Bert;21;3; 3 ;  
Rutz;Anna;4;;;223
Rützel;Bernd;29;2; 40 ;249
Ryglewski;Sarah Janina;29;5; 4 ;  
Sachs;Volker ;22;7; 2 ;174
Saffer;Bastian Johannes;18;;;243
Sagel;Rüdiger;13;;;148
Sager;Krista;4;6; 1 ;21
Sahm;Christoph Daniel;29;9; 35 ;  
Salem;Rasched;17;7; 28 ;  
Sälinger;Wilhelm;;;;284
Salomon;Matthias;20;15; 2 ;  
Salzberger;Franz;22;2; 9 ;  
